is_drug_like,mol weight,logp,hydrogen donors,hydrogen acceptors
No,548.6060000000002,3.861600000000002,3,5
Yes,462.5320000000002,-0.4173299999999977,5,6
No,547.6180000000003,4.466600000000003,3,4
No,619.8089999999999,5.138000000000004,2,8
No,547.6810000000003,2.327770000000003,4,5
No,556.7719999999999,7.116900000000009,0,6
No,472.65400000000034,5.970300000000007,2,5
No,488.6530000000003,5.806600000000007,2,6
No,529.7060000000001,5.969200000000007,2,6
No,543.7330000000001,6.338700000000008,1,7
No,568.8269999999999,8.06080000000001,0,5
No,572.7709999999998,6.304600000000009,2,7
No,501.6520000000003,5.366300000000004,3,6
No,526.7460000000001,7.107400000000009,1,5
No,540.773,7.4167200000000095,0,5
No,582.8539999999999,8.450900000000008,0,5
No,496.7200000000003,7.229500000000007,0,4
No,518.6790000000002,5.167500000000004,3,7
No,605.6420000000003,7.870800000000009,0,5
No,571.7429999999999,7.016500000000009,0,7
No,541.7610000000001,6.690500000000008,1,6
No,540.7730000000003,7.498400000000008,0,5
No,718.8599999999998,2.9739400000000042,6,8
No,510.7470000000003,7.272000000000007,0,4
Yes,289.338,3.376170000000002,3,2
No,605.6419999999998,7.870800000000009,0,5
No,554.8,7.67070000000001,0,5
No,542.745,6.813900000000008,1,6
No,540.7090000000003,1.8027000000000046,4,5
No,500.66800000000035,0.37030000000000474,4,5
Yes,446.5730000000004,1.7323199999999996,3,5
No,536.6570000000004,-0.1799999999999935,4,5
No,541.7170000000003,6.143500000000007,0,7
No,543.7330000000003,6.208900000000007,1,7
Yes,422.5740000000003,0.4025000000000023,4,5
No,542.7050000000003,0.5477000000000065,4,5
Yes,498.67200000000037,1.6253000000000033,4,5
Yes,272.348,2.3642700000000003,2,3
Yes,364.44500000000005,3.7368700000000024,3,4
No,565.7000000000002,1.250670000000002,3,7
Yes,402.49900000000014,-0.7152999999999954,4,5
Yes,393.49100000000004,1.1478700000000013,4,4
No,579.7270000000003,1.6407700000000016,3,7
Yes,478.61900000000037,-0.14042999999999717,4,5
No,504.61300000000017,-0.15052999999999672,6,6
