smiles,tox_ahr,tox_ar,tox_are,tox_aromatase,tox_ar_lbd,tox_atad5,tox_er,tox_er_lbd,tox_hse,tox_mmp,tox_p53,tox_ppar_gamma,sol_esol,act_prothrombin,act_cannabinoid_receptor_1,act_voltage_gated,is_drug_like,mol_weight,logp,h_donors,h_acceptors
[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]3C[C@@H](O)CC(=O)O3)OC(=O)[C@@H](C)CC,0.018015749752521515,0.03850122541189194,0.048373766243457794,0.014250457286834717,0.02682332508265972,0.0013278838014230132,0.07523488998413086,0.033137835562229156,0.022483285516500473,0.02404063381254673,0.004307074006646872,0.004621796775609255,-3.503251552581787,0.0022254602517932653,0.018973851576447487,2.3179799413242108e-08,Yes,404.54700000000025,4.195500000000004,1,5
COC(=O)C1=C(C)NC(C)=C(C1C2=CC=CC=C2[N+]([O-])=O)C(=O)OC,0.03803909569978714,0.021386444568634033,0.054521046578884125,0.01281526405364275,0.01380129437893629,0.0013570782030001283,0.07056692987680435,0.01965014450252056,0.021910013630986214,0.03617144003510475,0.004779073875397444,0.00711333192884922,-3.408635377883911,1.0590131296339678e-06,0.0033972160890698433,0.00016044237418100238,Yes,346.33900000000017,2.1756,1,7
CCC(C)C1=CC(=CC(=C1O)[N+]([O-])=O)[N+]([O-])=O,0.051149774342775345,0.01506834663450718,0.055933497846126556,0.011922603473067284,0.00977566558867693,0.0013073461595922709,0.06764024496078491,0.015438209287822247,0.020459182560443878,0.04766824468970299,0.0052922572940588,0.008733986876904964,-3.688173770904541,5.188402951716853e-07,0.0017384802922606468,3.2833966088219313e-06,Yes,240.21499999999997,2.7221000000000024,1,5
[Na+].CCCCCCCCCC(CC)C1=CC=C(C=C1)S([O-])(=O)=O,0.016036489978432655,0.007298886310309172,0.03798970207571983,0.003829068038612604,0.00298518524505198,0.00032612067298032343,0.046921513974666595,0.006754647474735975,0.010548836551606655,0.01191753800958395,0.0011655210983008146,0.0019073272123932838,-6.863554000854492,5.88230636075493e-13,0.0011789678828790784,0.0008136166143231094,Yes,348.48400000000004,2.228999999999999,0,3
CC(C)(C)C1=CC(O)=CC=C1O,0.06659744679927826,0.02790958434343338,0.06555429846048355,0.02120129019021988,0.022614866495132446,0.0027194616850465536,0.08531610667705536,0.029840318486094475,0.029322877526283264,0.07900408655405045,0.011157441884279251,0.01585518755018711,-1.6445188522338867,0.0017055844655260444,0.0031089861877262592,1.3925769337674865e-07,Yes,166.21999999999997,2.395300000000001,2,2
C1=CC2=C3C=CC=C4C=CC5=CC=CC(=C2C=C1)C5=C34,0.20541217923164368,0.027859412133693695,0.09754029661417007,0.0387500561773777,0.02788611315190792,0.007280397694557905,0.11360704898834229,0.038323238492012024,0.04694593697786331,0.22584904730319977,0.03586571291089058,0.05819065123796463,-7.821181774139404,2.952267597056135e-10,0.19756698608398438,0.004497882444411516,No,252.31599999999997,5.737200000000003,0,0
N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,0.0943022146821022,0.002943547209724784,0.1704886108636856,0.015959765762090683,0.0012603014474734664,0.012197884730994701,0.10497850179672241,0.019048787653446198,0.043178219348192215,0.08314798772335052,0.041489094495773315,0.03424656391143799,-3.8933591842651367,0.5311306118965149,0.0008440811652690172,3.749400434571726e-07,No,650.9760000000001,3.952700000000001,3,4
[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]3([H])C4=CC=C(O)C=C4CC[C@@]23[H],0.0541311614215374,0.06178776174783707,0.07602406293153763,0.032217592000961304,0.05879509076476097,0.005038022994995117,0.10640605539083481,0.0611211434006691,0.03572429344058037,0.07764553278684616,0.01659400202333927,0.018495917320251465,-4.9112067222595215,0.00019341407460160553,2.7423162464401685e-05,1.9028593669645488e-05,Yes,296.41,3.6126000000000023,2,2
CCCCCCC1=C(O)C=C(O)C=C1,0.036561932414770126,0.01876703090965748,0.04597506299614906,0.012133067473769188,0.012205015867948532,0.0010455825831741095,0.06533852964639664,0.018337564542889595,0.02162718027830124,0.04010199382901192,0.00461776414886117,0.0064918179996311665,-2.870748519897461,5.639860319206491e-06,0.00801310408860445,9.415280510438606e-05,Yes,194.274,3.220600000000002,2,2
CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,0.06644241511821747,0.029322102665901184,0.06512036174535751,0.02140115015208721,0.023532183840870857,0.002734593814238906,0.08626247197389603,0.030670728534460068,0.029966769739985466,0.07571569830179214,0.010933443903923035,0.01539656799286604,-4.3934807777404785,1.733043791318778e-05,0.020638657733798027,0.0034878000151365995,Yes,308.38100000000003,3.7878000000000025,0,2
C\C=C(C)\C=C\C=C(C)C,0.011367516592144966,0.017872517928481102,0.033261481672525406,0.006761628203094006,0.008617918938398361,0.00041204146691598,0.0528482124209404,0.013566245324909687,0.015907786786556244,0.011328762397170067,0.0014291104162111878,0.0018061065347865224,-4.251938819885254,3.6172136693994745e-18,0.016469286754727364,2.4342184588022064e-06,Yes,136.23799999999997,3.4750000000000023,0,0
NC1=NC2=C(NC=N2)C(=S)N1,0.17210803925991058,0.01749560981988907,0.09509914368391037,0.028076741844415665,0.015393704175949097,0.005411623045802116,0.09849800914525986,0.02715217135846615,0.038386810570955276,0.17798325419425964,0.025699935853481293,0.04352978616952896,-1.6472622156143188,0.011990053579211235,5.729106305807363e-06,0.0018486204789951444,Yes,167.197,0.5976899999999998,3,4
CC(C)(C1=CC(Br)=C(O)C(Br)=C1)C2=CC(Br)=C(O)C(Br)=C2,0.12180306017398834,0.005264044739305973,0.18391285836696625,0.025255270302295685,0.002862570807337761,0.019388968124985695,0.1186194196343422,0.028983911499381065,0.0526643842458725,0.12134318798780441,0.0602794773876667,0.05293506383895874,-4.804909706115723,0.5956969261169434,0.0010995786869898438,1.6635312931612134e-06,No,543.875,6.4737000000000045,2,2
CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=N2,0.05220688879489899,0.022053150460124016,0.05854082480072975,0.0157107412815094,0.015797486528754234,0.0017908845329657197,0.07505959272384644,0.022394007071852684,0.0248191487044096,0.055252499878406525,0.007088581100106239,0.010583248920738697,-2.6631217002868652,0.28831982612609863,8.242395415436476e-05,0.000685771054122597,Yes,376.36900000000014,-1.7235599999999995,5,8
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]3([H])C4=CC=C(O)C=C4CC[C@@]23[H],0.04919387772679329,0.058150067925453186,0.07123401761054993,0.029780883342027664,0.05449127405881882,0.004301178734749556,0.10214954614639282,0.05784504488110542,0.03407519310712814,0.07204236090183258,0.014774339273571968,0.016269240528345108,-4.34370756149292,6.094908258091891e-07,0.00018755959172267467,9.797366510611027e-05,Yes,272.38800000000003,3.609200000000002,2,2
[H][C@]12C[C@@]3([H])C4=CCO[C@@]5([H])CC(=O)N6C7=C(C=C(OC)C(OC)=C7)[C@@]1(CCN2C4)[C@]6([H])[C@@]35[H],0.03818153962492943,0.049065470695495605,0.06370562314987183,0.02286251075565815,0.0406087264418602,0.0028847064822912216,0.090794637799263,0.04492532089352608,0.029518799856305122,0.049368519335985184,0.009488137438893318,0.010815545916557312,-5.774019718170166,5.911068114983209e-07,7.851299415051471e-06,6.394800584530458e-05,Yes,394.47100000000023,2.1097,0,5
Cl.CC(N)COC1=C(C)C=CC=C1C,0.026507845148444176,0.013021531514823437,0.045536644756793976,0.005598450545221567,0.005829254165291786,0.0005881068645976484,0.05598638951778412,0.009871122427284718,0.013279197737574577,0.01834765076637268,0.0019007944501936436,0.003187735565006733,-3.4575815200805664,0.00043137071770615876,0.0027437442913651466,0.001144299516454339,Yes,215.72400000000002,2.4512400000000003,1,2
O=C(OCC1=CC=CC=C1)C=CC2=CC=CC=C2,0.07267196476459503,0.02469644322991371,0.06377241015434265,0.018928760662674904,0.018829768523573875,0.0024483557790517807,0.07980627566576004,0.0242422204464674,0.027049152180552483,0.07302302867174149,0.009277693927288055,0.014905201271176338,-3.838399887084961,0.005859211087226868,0.007060237694531679,0.010666294023394585,Yes,238.286,3.443200000000002,0,2
CCOP(=S)(OCC)OC1=NC(=NC(C)=C1)C(C)C,0.017069460824131966,0.007788642775267363,0.03677687048912048,0.0046313973143696785,0.00348218297585845,0.00035989235038869083,0.046198416501283646,0.007733225356787443,0.011385277844965458,0.01339952927082777,0.0013185731368139386,0.002142319455742836,-4.107944011688232,1.973361030138676e-09,0.4896697998046875,1.7216997321156668e-06,Yes,304.35200000000003,3.5847200000000026,0,6
CCOP(=S)(OCC)OC1=NC(Cl)=C(Cl)C=C1Cl,0.034907810389995575,0.004765476565808058,0.0602073147892952,0.0059340414591133595,0.002187686273828149,0.0008597230189479887,0.05641883611679077,0.00800707284361124,0.014980555512011051,0.02579130232334137,0.0030891266651451588,0.0053518107160925865,-6.2553324699401855,9.94911930618514e-10,0.05039242282509804,6.16779834672343e-06,Yes,350.591,4.718100000000002,0,5
CCCCC\C=C/C\C=C/CCCCCCCC(O)=O,0.007493673823773861,0.014263411983847618,0.028242362663149834,0.004922634456306696,0.006256710272282362,0.00025856640422716737,0.04659845307469368,0.01104577723890543,0.013102802447974682,0.007846640422940254,0.000934912241064012,0.0011300230398774147,-5.363234043121338,1.2053616438301162e-10,0.36469149589538574,9.731502359500155e-06,No,280.4519999999999,5.884500000000005,1,1
CCCOCC(C)O,0.005242696963250637,0.011186113581061363,0.02408442832529545,0.0035436851903796196,0.004445056896656752,0.00015999657625798136,0.0404672808945179,0.008646626025438309,0.010734539479017258,0.005422117188572884,0.0005894057103432715,0.0007170584285631776,-0.17632052302360535,1.621457568525472e-16,7.041806384222582e-05,9.16346616577357e-05,Yes,118.17599999999997,0.7938000000000001,1,2
CC1=CC=C(C=C1C)[N+]([O-])=O,0.06618569046258926,0.018164992332458496,0.05563851445913315,0.014452503994107246,0.012841423973441124,0.0016076763859018683,0.0688699260354042,0.017516417428851128,0.02210707776248455,0.06219226494431496,0.006532307714223862,0.011050143279135227,-3.1288256645202637,5.223920652497327e-06,0.0027646981179714203,5.383634925237857e-05,Yes,151.165,2.21164,0,2
COC1=CC=C(C=C1)C(Cl)=C(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3,0.07127532362937927,0.01687440276145935,0.0606231726706028,0.015623755753040314,0.011702104471623898,0.001852995017543435,0.07324711978435516,0.018746187910437584,0.02569209598004818,0.06703375279903412,0.00800344068557024,0.012800824828445911,-5.133676528930664,4.184061617706902e-05,0.08588749915361404,0.00047033189912326634,No,380.8710000000001,5.867800000000005,0,3
NC1=C(Cl)C(Cl)=NC(C(O)=O)=C1Cl,0.10587511211633682,0.012080674059689045,0.0986546128988266,0.01935449056327343,0.008349151350557804,0.004635921213775873,0.08843077719211578,0.021023603156208992,0.031500186771154404,0.09649787098169327,0.016116788610816002,0.026344722136855125,-3.6756114959716797,0.0006643083179369569,9.449752269574674e-08,1.7786869754843337e-09,Yes,241.46099999999998,2.3222,2,3
CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1,0.06480764597654343,0.009949764236807823,0.0542505607008934,0.010453547351062298,0.006346212234348059,0.0012262820964679122,0.06077348440885544,0.011715949513018131,0.017801322042942047,0.05365067720413208,0.005195202771574259,0.009555211290717125,-1.8621299266815186,0.03988729417324066,0.00016651776968501508,1.5215863641060423e-05,Yes,278.337,1.4764399999999998,2,5
CN(C)C1=CC=C(CC2=CC=C(C=C2)N(C)C)C=C1,0.04708537459373474,0.021131902933120728,0.048036880791187286,0.013817919418215752,0.01436691265553236,0.00126008247025311,0.06645359843969345,0.019131740555167198,0.022545693442225456,0.04755571484565735,0.005298249889165163,0.007983129471540451,-4.590018272399902,1.5335989189679822e-07,0.004772542044520378,0.002122521633282304,Yes,254.377,3.4094000000000024,0,2
CC(C)C(OC(=O)C(C)C)C(C)(C)COC(=O)C(C)C,0.009642554447054863,0.01891801506280899,0.035561900585889816,0.006675004959106445,0.009478234685957432,0.0004629931063391268,0.05469687655568123,0.015179671347141266,0.014952542260289192,0.010712924413383007,0.0014942147536203265,0.001809586538001895,-4.097927093505859,0.010559188202023506,9.652912558522075e-05,1.830535723001958e-11,Yes,286.412,3.4356000000000027,0,4
CC(=O)CCC(O)=O,0.01085440069437027,0.01530403271317482,0.03646855801343918,0.005812156479805708,0.006944489199668169,0.0004128284053876996,0.05185730755329132,0.011755824089050293,0.014313101768493652,0.009692654944956303,0.0012444822350516915,0.0017293797573074698,0.32521337270736694,9.278859920414106e-07,3.700981687870808e-05,3.1533498034974627e-09,Yes,116.11599999999999,0.44019999999999987,1,2
[Na+].[Na+].[Na+].OC1=C(C=C2C=C(C=CC2=C1\N=N/C3=C4C=CC=CC4=C(C=C3)S([O-])(=O)=O)S([O-])(=O)=O)S([O-])(=O)=O,0.07141665369272232,0.004682096187025309,0.07526306062936783,0.005214468110352755,0.002137493109330535,0.001041500479914248,0.062413886189460754,0.005934561602771282,0.012647014111280441,0.03858035057783127,0.003569060703739524,0.008626498281955719,-6.745851039886475,1.1095600882526924e-08,6.309978317631249e-08,3.494605778087134e-07,No,604.4830000000003,-6.161699999999996,1,12
OC1N=C(C2=CC=CC=C2)C3=CC(Cl)=CC=C3NC1=O,0.11414490640163422,0.030749458819627762,0.08989151567220688,0.030914422124624252,0.02755100466310978,0.00579973217099905,0.10396793484687805,0.03893999010324478,0.03879925236105919,0.12794873118400574,0.022243868559598923,0.03225032985210419,-3.885488510131836,0.0055743055418133736,0.008768687956035137,0.0010751954978331923,Yes,286.718,2.4478999999999997,2,3
[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(C)CC[C@]3([H])[C@@]4([H])CC[C@H](OC(C)=O)C=C4CC[C@@]23[H],0.024699412286281586,0.04940357804298401,0.058766838163137436,0.01913129724562168,0.038347065448760986,0.00223573949187994,0.08703655749559402,0.04354233667254448,0.026471605524420738,0.033412206918001175,0.006758419796824455,0.007304638158529997,-5.031219005584717,1.9910079572582617e-05,5.047995728091337e-05,1.711428012640681e-05,Yes,384.51600000000013,4.425900000000004,0,4
NC1=CC=C(C=C1)S(=O)(=O)NC2=CN=C3C=CC=CC3=N2,0.11357313394546509,0.011329750530421734,0.0730433464050293,0.015945542603731155,0.008437477052211761,0.0024536862038075924,0.07725415378808975,0.016007989645004272,0.02462654933333397,0.10214930772781372,0.01134027261286974,0.021214980632066727,-3.197080135345459,0.09034030139446259,0.0003076245775446296,0.000578167790081352,Yes,300.343,2.0128,2,5
NC(=O)N\N=C\C1=CC=C(O1)[N+]([O-])=O,0.056531183421611786,0.015724528580904007,0.06551108509302139,0.012441296130418777,0.009900457225739956,0.001686273841187358,0.07203209400177002,0.0156306941062212,0.021328972652554512,0.045828256756067276,0.0056117442436516285,0.010082454420626163,-1.4049898386001587,0.0001623966236365959,3.591424319893122e-05,2.2513102067023283e-06,Yes,198.13799999999998,0.18999999999999984,2,5
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]3([H])[C@@]4([H])CCC(=O)C=C4CC[C@@]23[H],0.028649091720581055,0.07415992021560669,0.06625629216432571,0.02771434746682644,0.06807459890842438,0.003710193559527397,0.10228961706161499,0.06858740001916885,0.032015133649110794,0.046686988323926926,0.011260518804192543,0.010700221173465252,-4.558911323547363,3.164699364788248e-06,6.670615402981639e-05,1.023412278300384e-05,Yes,274.404,3.4891000000000023,1,2
