smiles,tox_ahr,esol,chembl_target1
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
CCO,0.0036352111492305994,0.6328372359275818,1.188718898574023e-19
