smiles,avg_confidence,uncertain_predictions,flag,tox_ahr_conf,tox_ar_conf,tox_are_conf,tox_aromatase_conf,tox_ar_lbd_conf,tox_atad5_conf,tox_er_conf,tox_er_lbd_conf,tox_hse_conf,tox_mmp_conf,tox_p53_conf,tox_ppar_gamma_conf,sol_esol_conf,act_prothrombin_conf,act_cannabinoid_receptor_1_conf,act_voltage_gated_conf
Cc1ccc(C)c(CNC(=O)[C@@H]2CCCN2C(=O)C(N)C(c2ccccc2)c2ccccc2)c1,0.11358607281863436,15,Uncertain,0.09855476766824722,0.06242077425122261,0.11497769504785516,0.036974620074033626,0.04794826358556736,0.004275907762348652,0.15673428773880005,0.0570930279791354,0.051528021693229564,0.111644446849823,0.01551288552582264,0.021725229918956646,0.18070220947265625,0.8569616079330444,0.00025895505677897557,6.446454062825069e-05
O=C(CCc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)Nc1ccc(N2CCOCC2=O)cc1F,0.07674799275409891,16,Uncertain,0.1652669608592986,0.04607183486223221,0.15313152968883503,0.044029783457517624,0.03621465712785721,0.006892204284667747,0.17838095128536224,0.057181011885404365,0.06369925290346146,0.17629973590373982,0.02708764374256123,0.0396864116191864,0.1888113975524902,0.028284091502428055,0.001417252467945218,0.015513164922595024
Oc1ccc2c(Cc3ccc(CN4CCCC4)c(Br)c3)c(-c3ccc(OCCN4CCCC4)cc3)sc2c1,0.1265722989483037,15,Uncertain,0.13121326267719258,0.04266202449798584,0.14982207119464863,0.04163156822323777,0.03185643255710602,0.006820142734795809,0.17631904780864693,0.060260161757468955,0.0633530393242836,0.1511559933423996,0.026741327717900165,0.03375282511115063,0.038922786712646484,0.8227471113204956,0.002436153357848414,0.24546283483505238
N[C@@H](C(=O)N1CCC[C@H]1C(=O)NC[C@H]1CC[C@H](N)CC1)C(c1ccccc1)c1ccccc1,0.10289143805016457,16,Uncertain,0.07503672689199437,0.07177446782588937,0.1164226308465004,0.03715410083532322,0.05543773993849743,0.004316437523812056,0.16453410685062397,0.06724759936332703,0.05230684205889702,0.0938979759812354,0.014998083002865203,0.018873676657676586,0.2544572353363037,0.6162397861480713,0.003542551537975558,2.3048003640724346e-05
c1ccc(COc2ccc(CCNc3ccncc3)cc2)cc1,0.10491600210661989,16,Uncertain,0.15386687219142903,0.04732630029320695,0.11731500178575505,0.03809257969260205,0.03726294636726357,0.004370570648461358,0.15255868434906006,0.047097235918045044,0.053547821938991436,0.16176605224609364,0.018889416009187587,0.029852371662855037,0.36662888526916504,0.22589585185050964,0.0007710522040723644,0.22341439127922036
Oc1ccc2c(Cc3ccc(CN4CCCC4)c(O)c3)c(-c3ccc(OCCN4CCCC4)cc3)sc2c1,0.11100671945896456,16,Uncertain,0.12803679704666115,0.05538780987262726,0.12988634407520283,0.04191873222589482,0.04446284472942341,0.005364891607314237,0.1693284958600998,0.06102163344621636,0.05895441025495518,0.14987611770629883,0.021819520741701015,0.03005891665816296,0.158298397064209,0.5649097561836242,0.002001845045015216,0.1547809988260268
N#Cc1cc(Cc2c(-c3ccc(OCCN4CCCC4)cc3)sc3cc(O)ccc23)ccc1CN1CCCC1,0.08899290779372668,16,Uncertain,0.12758158147335041,0.05488142371177662,0.13053946197032917,0.04135138168930996,0.04345756396651257,0.005334382876753807,0.16891111433506,0.05971567705273617,0.05860161781311024,0.14585447311401356,0.021298449486493953,0.02960149198770523,0.009542751312255904,0.28942379355430603,0.0048385122790931545,0.23295284807682015
N=C(N)c1ccc(CNC(=O)[C@@H]2CCC=C2C(=O)NC2CCCCC2)cc1,0.06920221878489193,16,Uncertain,0.06745813786983479,0.07340256124734856,0.11687908321619023,0.035582371056079753,0.05449019744992245,0.004160741344094165,0.1631132513284682,0.06584415584802616,0.05125748366117455,0.0800429880619048,0.013395939022302628,0.016772648319602013,0.198847484588623,0.15402501821517944,0.011951882392168045,1.1556937351997476e-05
CCC[C@@H](NC(=O)Nc1ccc(Cl)cc1)C(=O)Nc1ccc(N2CCOCC2=O)cc1,0.06748817334009792,16,Uncertain,0.09460223466157902,0.04678577184677124,0.12487730383872986,0.03238159790635098,0.03275093436241139,0.004085480701178201,0.15728707611560822,0.04916460439562775,0.05158570036292065,0.09917222708463658,0.014666049741208442,0.0207383669912814,0.3097594261169434,0.01881343685090542,0.022277258336544037,0.000863304128870146
Oc1ccc2c(Cc3ccc(CN4CCCC4)cc3)c(-c3ccc(OCCN4CCCC4)cc3)sc2c1,0.09669978117162817,16,Uncertain,0.12225856631994236,0.055519916117191204,0.12707673013210274,0.04097074642777443,0.044179119169711956,0.005128920543938764,0.1672476828098296,0.06040818989276875,0.0580507107079028,0.14345529675483704,0.02077672630548455,0.028420686721801647,0.06549129486083982,0.373691588640213,0.0022882295306769773,0.23223209381103493
N=C(N)c1ccc(CNC(=O)C2CCC=C2C(=O)Nc2ccccc2)cc1,0.07941567509114966,16,Uncertain,0.11684999614953984,0.06327645480632782,0.1328265368938446,0.040988795459270366,0.04925960302352905,0.005511773284524568,0.17028482258319844,0.06050602719187714,0.05636979267001141,0.1259714365005492,0.01900106482207764,0.02743310108780861,0.21134128570556643,0.188292235136032,0.0016262271674347684,0.001111648976802826
NC(C(=O)N1CCC[C@H]1C(=O)NCc1cc(Cl)ccc1Cl)C(c1ccccc1)c1ccccc1,0.1018011291709626,16,Uncertain,0.12169672548770905,0.05337108299136162,0.13620422780513763,0.04019852727651585,0.0411669947206974,0.00575416488572944,0.168683961033821,0.05866651237010945,0.05690230429172505,0.13573762774467457,0.020740306004881748,0.029319813475012557,0.11784191131591792,0.6380754709243774,0.004306838382035383,0.0001515980256954208
Cc1cc(Cc2c(-c3ccc(OCCN4CCCC4)cc3)sc3cc(O)ccc23)ccc1CN1CCCC1,0.1196763484622351,16,Uncertain,0.11825032532215096,0.05528648197650898,0.12480212748050679,0.040137670934200176,0.0437217615544796,0.0049226414412260056,0.16537022590637196,0.05961256101727486,0.05725136399269104,0.13886061310768116,0.019944116473197826,0.027177080512046814,0.05607414245605469,0.6920333504676818,0.0018478678539394222,0.30952924489974953
COc1cc(Cc2c(-c3ccc(OCCN4CCCC4)cc3)sc3cc(O)ccc23)ccc1CN1CCCC1,0.0884587791093508,16,Uncertain,0.10958649963140477,0.05100813508033741,0.11937559396028496,0.03651783615350723,0.038820497691631206,0.004244871437549369,0.15835566818714142,0.054229237139225006,0.05433237925171841,0.1248267889022826,0.017339983955025562,0.023913182318210602,0.08993921279907224,0.382545381784439,0.0018737175269052386,0.14843147993087757
NCc1cc(Cc2c(-c3ccc(OCCN4CCCC4)cc3)sc3cc(O)ccc23)ccc1CN1CCCC1,0.1125247021780523,15,Uncertain,0.10934817790985096,0.05350393056869496,0.1211569383740424,0.03790200129151344,0.041399307548999564,0.004484487697481998,0.16159704327583302,0.05712502077221859,0.05542509630322434,0.12758590281009663,0.01818666048347939,0.02468113787472237,0.06784753799438481,0.8288259506225586,0.0006624517845920108,0.0906635895371436
NC(C(=O)N1CCC[C@H]1C(=O)NCc1ccccc1)C(c1ccccc1)c1ccccc1,0.11464808469736444,15,Uncertain,0.11146965622901894,0.063201144337654,0.12368315458297718,0.04000495746731736,0.050034184008836635,0.004993662238121033,0.16509737074375141,0.06046845018863656,0.054626569151878246,0.12750285863876343,0.018261194229125755,0.025883451104164013,0.22847485542297363,0.7601356506347656,0.0004090801521670073,0.00012311602768022567
CCc1nc2cc(OC3CCN(C(C)=N)CC3)ccc2n1Cc1ccc2ccc(C(=N)N)cc2c1,0.06917821696624732,16,Uncertain,0.12220000475645065,0.05910809710621823,0.12746444344520558,0.04078688845038403,0.04626283049583424,0.005074487999081612,0.16775284707546223,0.05905977264046658,0.05764150619506825,0.13555780053138722,0.019568832591176033,0.027613470330834167,0.11118240356445308,0.1225854530930518,0.0004355512210165724,0.004557081963866838
CN[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCNC(=N)N,0.09620943363545173,16,Uncertain,0.042614560574293026,0.04842611402273156,0.09293995797634125,0.02170540206134297,0.02941250428557385,0.0019890570547429487,0.1322709172964096,0.04116668924689282,0.03928045928478241,0.04566258564591397,0.006512530613690615,0.008590875193476566,0.47035331726074214,0.5581848621368408,0.0002406104322290048,4.950812240167579e-07
COc1cc(Cc2c(-c3ccc(OCCN4CCCC4)cc3)sc3ccccc23)ccc1CN1CCCC1,0.07113116808468467,16,Uncertain,0.1043039560317992,0.051179129630327225,0.11626462638378143,0.03559260442852963,0.038637567311525234,0.0040409862995145485,0.1559923142194748,0.05361581221222855,0.053215738385915645,0.11909332871437062,0.016417227685451397,0.02252541296184063,0.01698436737060549,0.02129760570824135,0.005145256407558807,0.3237927556037903
N=C(N)c1ccc(CNC(=O)C2CCC=C2C(=O)NCc2ccccc2)cc1,0.09141554873503985,16,Uncertain,0.09826064854860306,0.06273554265499104,0.12238127738237381,0.03714742511510838,0.04719725623726845,0.0045872521586716175,0.16119934618473042,0.05704989284276962,0.05252614617347695,0.10572915524244297,0.01557608414441336,0.022176558151841053,0.2276994705200195,0.44804108142852783,8.375244942726567e-05,0.0002578905259723596
