smiles,avg_confidence,uncertain_predictions,flag,tox_ahr_conf,tox_ar_conf,tox_are_conf,tox_aromatase_conf,tox_ar_lbd_conf,tox_atad5_conf,tox_er_conf,tox_er_lbd_conf,tox_hse_conf,tox_mmp_conf,tox_p53_conf,tox_ppar_gamma_conf,sol_esol_conf,act_prothrombin_conf,act_cannabinoid_receptor_1_conf,act_voltage_gated_conf
OCC3OC(OCC2OC(OC(C#N)c1ccccc1)C(O)C(O)C2O)C(O)C(O)C3O ,0.10075213695791471,15,Uncertain,0.05495284870266903,0.07874217629432656,0.117280013859272,0.03426440432667721,0.059882234781980404,0.004079252947121748,0.164361372590065,0.07195053249597538,0.04900411143898964,0.07070506364107121,0.012629801407456176,0.015061202459037193,0.8478397727012634,0.031266435980796814,1.2821254280481753e-08,1.495487867941847e-05
Cc1occc1C(=O)Nc2ccccc2,0.09823490884994038,16,Uncertain,0.19062575697898865,0.04616011679172505,0.13511312007904042,0.04180714860558499,0.03710035979747761,0.00567579548805941,0.1636173278093338,0.04870300367474545,0.05733673274517037,0.19333118200302124,0.023455144837498554,0.03906923532485962,0.5546211242675781,2.9375392841757275e-05,0.0349406972527504,0.0001724205503705889
CC(C)=CCCC(C)=CC(=O),0.05208403167805909,16,Uncertain,0.021741427481174358,0.03390855714678764,0.06856173276901245,0.012835616245865822,0.015994559973478206,0.0008249986567534506,0.10550311952829361,0.026250557973980793,0.030780691653489956,0.021333785727620014,0.0027456602547315523,0.003511013463139423,0.3486193656921388,2.48245868306185e-13,0.14072021842002858,1.3201862202549819e-05
c1ccc2c(c1)ccc3c2ccc4c5ccccc5ccc43,0.12110691889253548,16,Uncertain,0.4076809585094452,0.055429182946681754,0.19404797255992878,0.07684912532567956,0.05546470358967781,0.014347003772854805,0.22629682719707478,0.07609087973833084,0.09326529502868641,0.4490528106689452,0.07079366594552983,0.11508075147867203,0.0,9.174513593279698e-09,0.040106236934661754,0.0632052794098854
c1ccsc1,0.11845507474899925,15,Uncertain,0.2108294814825058,0.016344832256436237,0.1595260351896286,0.03126147761940945,0.010828918777406216,0.005988407414406427,0.15227185189723957,0.031942125409841426,0.057437147945165634,0.1991564780473708,0.02581672929227341,0.04331914335489262,0.9087846040725708,0.0003776489465961985,0.024878164753317833,0.016518149524927028
c2ccc1scnc1c2 ,0.12373938473465385,16,Uncertain,0.3350171148777008,0.028977036476135254,0.19249852001667023,0.05341607332229603,0.02446479909121979,0.010854684747755416,0.1940690129995346,0.05131010711193085,0.07819025218486786,0.3493094742298126,0.0520477257668972,0.08606675267219543,0.5149823188781738,0.0018673178274184465,0.0006411629728971802,0.006117802578955778
Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cccc2Cl,0.13326568125656713,16,Uncertain,0.3244774043560028,0.021542321890592353,0.2300494760274886,0.05173584818840016,0.01661209575831879,0.014365136623382346,0.19993364810943604,0.050263576209545024,0.08235876262187936,0.3282209634780884,0.060409728437662014,0.09297159314155556,0.0,3.4861002973229915e-14,0.6593103408813477,4.381340179548943e-09
CC12CCC3C(CCc4cc(O)ccc34)C2CCC1O,0.07877780001317794,16,Uncertain,0.09838775545358636,0.11630013585090615,0.14246806502342224,0.05956176668405522,0.10898254811763763,0.008602357469499,0.20429909229278564,0.11569006741046906,0.06815038621425618,0.14408469200134255,0.029548678547143825,0.032538481056690216,0.13125848770141602,1.2189863127787248e-06,0.0003751202602869652,0.00019594714103732258
ClC4=C(Cl)C5(Cl)C3C1CC(C2OC12)C3C4(Cl)C5(Cl)Cl,0.06670115147637992,16,Uncertain,0.07470294833183277,0.08448784798383702,0.19921840727329243,0.05301665887236584,0.06836641579866398,0.014630826190114021,0.220220148563385,0.1213255003094672,0.06474867463111855,0.10150468349456776,0.03176952153444279,0.032025445252656826,0.0,1.2268258160474943e-06,1.1697404261212796e-05,0.001188421156257169
COc5cc4OCC3Oc2c1CC(Oc1ccc2C(=O)C3c4cc5OC)C(C)=C ,0.05899068466080725,16,Uncertain,0.10202465951442696,0.0668242797255516,0.12138313800096501,0.03972916305065144,0.05149358883500077,0.0047245933674273655,0.16329042613506295,0.06208043172955502,0.055228766053915024,0.11275512725114822,0.017241688445210457,0.02310781367123116,0.12337818145751955,2.5807161364355125e-05,0.00012128881644457579,0.000442001357441546
O=C1CCCN1,0.10263484258521442,15,Uncertain,0.04186277464032162,0.0857168361544608,0.10299096256494522,0.03256645053625096,0.062174268066882976,0.0032318239100276314,0.1590975821018218,0.07515320181846596,0.04912867769598961,0.055326223373412975,0.010267218574881443,0.01095217466354359,0.9527455180883407,0.0009429287747477755,4.8743874003776e-07,3.5296059763822996e-07
Clc1ccc2ccccc2c1,0.14837831066022125,15,Uncertain,0.3449365496635436,0.038281045854091644,0.19030189514160134,0.060906533151865005,0.03417622670531262,0.011992182582616806,0.20481638610363007,0.06065652519464482,0.08287607878446557,0.3697032630443572,0.05654150992631901,0.09142172336578358,0.0,7.4021655471767644e-09,0.8266408443450928,0.0008021992980502546
