smiles,tox_ahr,tox_ar,tox_are,tox_aromatase,tox_ar_lbd,tox_atad5,tox_er,tox_er_lbd,tox_hse,tox_mmp,tox_p53,tox_ppar_gamma,sol_esol,act_prothrombin,act_cannabinoid_receptor_1,act_voltage_gated,is_drug_like,mol_weight,logp,h_donors,h_acceptors
Cc1ccc(C)c(CNC(=O)[C@@H]2CCCN2C(=O)C(N)C(c2ccccc2)c2ccccc2)c1,0.04927738383412361,0.031210387125611305,0.05748884752392769,0.01848731003701687,0.023974131792783737,0.002137953881174326,0.07836714386940002,0.028546513989567757,0.025764010846614838,0.0558222234249115,0.00775644276291132,0.010862614959478378,-4.096488952636719,0.5715191960334778,0.0001294775283895433,3.2232270314125344e-05,Yes,455.6020000000001,4.070040000000002,2,3
O=C(CCc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)Nc1ccc(N2CCOCC2=O)cc1F,0.08263348042964935,0.023035917431116104,0.07656576484441757,0.022014891728758812,0.018107328563928604,0.0034461021423339844,0.08919047564268112,0.028590505942702293,0.03184962645173073,0.08814986795186996,0.01354382187128067,0.0198432058095932,-4.055943012237549,0.014142045751214027,0.000708626233972609,0.007756582461297512,No,498.96700000000027,5.018400000000004,2,5
Oc1ccc2c(Cc3ccc(CN4CCCC4)c(Br)c3)c(-c3ccc(OCCN4CCCC4)cc3)sc2c1,0.06560663133859634,0.02133101224899292,0.07491103559732437,0.020815784111618996,0.01592821627855301,0.0034100713673979044,0.08815952390432358,0.03013008087873459,0.0316765196621418,0.0755779966711998,0.013370663858950138,0.01687641255557537,-4.805386066436768,0.4113735556602478,0.0012180766789242625,0.12273141741752625,No,591.6150000000004,7.6976000000000075,1,5
N[C@@H](C(=O)N1CCC[C@H]1C(=O)NC[C@H]1CC[C@H](N)CC1)C(c1ccccc1)c1ccccc1,0.03751836344599724,0.035887233912944794,0.0582113154232502,0.018577050417661667,0.02771886996924877,0.002158218761906028,0.08226705342531204,0.03362379968166351,0.02615342102944851,0.04694898799061775,0.007499041501432657,0.009436838328838348,-3.7277138233184814,0.6918801069259644,0.0017712757689878345,1.1524001820362173e-05,Yes,448.61100000000016,2.770500000000003,3,4
c1ccc(COc2ccc(CCNc3ccncc3)cc2)cc1,0.07693343609571457,0.023663150146603584,0.05865750089287758,0.01904628984630108,0.018631473183631897,0.00218528532423079,0.07627934217453003,0.023548617959022522,0.026773910969495773,0.08088302612304688,0.00944470800459385,0.014926185831427574,-3.166855573654175,0.11294792592525482,0.0003855261020362377,0.11170719563961029,Yes,304.393,4.315200000000003,1,3
Oc1ccc2c(Cc3ccc(CN4CCCC4)c(O)c3)c(-c3ccc(OCCN4CCCC4)cc3)sc2c1,0.06401839852333069,0.02769390493631363,0.06494317203760147,0.020959366112947464,0.02223142236471176,0.002682445803657174,0.0846642479300499,0.03051081672310829,0.029477205127477646,0.07493805885314941,0.010909760370850563,0.015029458329081535,-4.208508014678955,0.28245487809181213,0.001000922522507608,0.07739049941301346,No,528.7180000000003,6.640700000000008,2,6
N#Cc1cc(Cc2c(-c3ccc(OCCN4CCCC4)cc3)sc3cc(O)ccc23)ccc1CN1CCCC1,0.06379079073667526,0.027440711855888367,0.06526973098516464,0.020675690844655037,0.02172878198325634,0.0026671914383769035,0.08445555716753006,0.02985783852636814,0.029300808906555176,0.07292723655700684,0.010649224743247032,0.014800745993852615,-4.952286243438721,0.14471189677715302,0.0024192561395466328,0.11647642403841019,No,537.7290000000002,6.806780000000008,1,6
N=C(N)c1ccc(CNC(=O)[C@@H]2CCC=C2C(=O)NC2CCCCC2)cc1,0.03372906893491745,0.03670128062367439,0.05843954160809517,0.017791185528039932,0.02724509872496128,0.002080370672047138,0.08155662566423416,0.03292207792401314,0.025628741830587387,0.040021494030952454,0.006697969511151314,0.008386324159801006,-4.005762577056885,0.07701250910758972,0.0059759411960840225,5.778468675998738e-06,Yes,368.48100000000017,2.3721699999999997,4,3
CCC[C@@H](NC(=O)Nc1ccc(Cl)cc1)C(=O)Nc1ccc(N2CCOCC2=O)cc1,0.047301117330789566,0.02339288592338562,0.06243865191936493,0.016190798953175545,0.01637546718120575,0.002042740350589156,0.07864353805780411,0.024582302197813988,0.02579285018146038,0.049586113542318344,0.007333024870604277,0.010369183495640755,-3.451202869415283,0.00940671842545271,0.011138629168272018,0.000431652064435184,Yes,444.91900000000027,3.632100000000001,3,4
Oc1ccc2c(Cc3ccc(CN4CCCC4)cc3)c(-c3ccc(OCCN4CCCC4)cc3)sc2c1,0.06112928315997124,0.027759958058595657,0.06353836506605148,0.020485373213887215,0.022089559584856033,0.0025644602719694376,0.08362384140491486,0.03020409494638443,0.029025355353951454,0.07172764837741852,0.010388363152742386,0.014210343360900879,-4.672543525695801,0.1868457943201065,0.0011441147653385997,0.11611604690551758,No,512.7190000000004,6.935100000000007,1,5
N=C(N)c1ccc(CNC(=O)C2CCC=C2C(=O)Nc2ccccc2)cc1,0.058424998074769974,0.03163822740316391,0.0664132684469223,0.02049439772963524,0.024629801511764526,0.0027558866422623396,0.08514241129159927,0.030253013595938683,0.02818489633500576,0.06298571825027466,0.009500532411038876,0.013716550543904305,-3.943293571472168,0.09414611756801605,0.0008131135837174952,0.000555824488401413,Yes,362.433,2.5619700000000005,4,3
NC(C(=O)N1CCC[C@H]1C(=O)NCc1cc(Cl)ccc1Cl)C(c1ccccc1)c1ccccc1,0.06084836274385452,0.02668554149568081,0.06810211390256882,0.02009926363825798,0.0205834973603487,0.0028770824428647757,0.08434198051691055,0.02933325618505478,0.02845115214586258,0.06786881387233734,0.01037015300244093,0.01465990673750639,-4.41079044342041,0.6809622645378113,0.002153419191017747,7.57990128477104e-05,Yes,496.4380000000001,4.760000000000004,2,3
Cc1cc(Cc2c(-c3ccc(OCCN4CCCC4)cc3)sc3cc(O)ccc23)ccc1CN1CCCC1,0.05912516266107559,0.027643240988254547,0.06240106374025345,0.020068835467100143,0.0218608807772398,0.0024613207206130028,0.08268511295318604,0.02980628050863743,0.02862568199634552,0.06943030655384064,0.009972058236598969,0.013588540256023407,-4.719629287719727,0.34601667523384094,0.0009239339269697666,0.15476462244987488,No,526.7460000000001,7.243520000000009,1,5
COc1cc(Cc2c(-c3ccc(OCCN4CCCC4)cc3)sc3cc(O)ccc23)ccc1CN1CCCC1,0.05479324981570244,0.025504067540168762,0.05968779698014259,0.018258918076753616,0.01941024884581566,0.0021224357187747955,0.07917783409357071,0.027114618569612503,0.02716618962585926,0.06241339445114136,0.008669991977512836,0.011956591159105301,-4.550303936004639,0.19127269089221954,0.0009368587634526193,0.07421573996543884,No,542.745,6.943700000000009,1,6
NCc1cc(Cc2c(-c3ccc(OCCN4CCCC4)cc3)sc3cc(O)ccc23)ccc1CN1CCCC1,0.05467408895492554,0.026751965284347534,0.060578469187021255,0.01895100064575672,0.020699653774499893,0.0022422438487410545,0.08079852163791656,0.028562510386109352,0.027712548151612282,0.06379295140504837,0.00909333024173975,0.01234056893736124,-4.660762310028076,0.4144129753112793,0.0003312258922960609,0.045331794768571854,No,541.7610000000001,6.393800000000009,2,6
NC(C(=O)N1CCC[C@H]1C(=O)NCc1ccccc1)C(c1ccccc1)c1ccccc1,0.05573482811450958,0.03160057216882706,0.06184157729148865,0.02000247873365879,0.025017092004418373,0.0024968311190605164,0.08254868537187576,0.03023422509431839,0.02731328457593918,0.06375142931938171,0.009130597114562988,0.012941725552082062,-3.857625722885132,0.3800678253173828,0.00020454007608350366,6.155801384011284e-05,Yes,427.5480000000001,3.4532000000000025,2,3
CCc1nc2cc(OC3CCN(C(C)=N)CC3)ccc2n1Cc1ccc2ccc(C(=N)N)cc2c1,0.06110000237822533,0.02955404855310917,0.06373222172260284,0.02039344422519207,0.023131415247917175,0.002537243999540806,0.08387642353773117,0.029529886320233345,0.02882075309753418,0.06777890026569366,0.009784416295588017,0.013806735165417194,-4.444087982177734,0.061292726546525955,0.00021777561050839722,0.0022785409819334745,Yes,468.6050000000002,4.924640000000003,3,4
CN[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCNC(=N)N,0.02130728028714657,0.02421305701136589,0.046469978988170624,0.010852701030671597,0.01470625214278698,0.0009945285273715854,0.0661354586482048,0.020583344623446465,0.019640229642391205,0.02283129282295704,0.0032562653068453074,0.0042954375967383385,-2.648233413696289,0.7209075689315796,0.0001203052161145024,2.4754061200837896e-07,Yes,416.5260000000001,-0.24492999999999643,5,5
COc1cc(Cc2c(-c3ccc(OCCN4CCCC4)cc3)sc3ccccc23)ccc1CN1CCCC1,0.05215197801589966,0.025589564815163612,0.05813231319189072,0.01779630221426487,0.019318783655762672,0.0020204931497573853,0.0779961571097374,0.026807906106114388,0.026607869192957878,0.059546664357185364,0.008208613842725754,0.011262706480920315,-4.915078163146973,0.010648802854120731,0.002572628203779459,0.16189637780189514,No,526.7460000000002,7.238100000000008,0,5
N=C(N)c1ccc(CNC(=O)C2CCC=C2C(=O)NCc2ccccc2)cc1,0.04913032427430153,0.031367771327495575,0.061190638691186905,0.018573712557554245,0.023598628118634224,0.0022936260793358088,0.08059967309236526,0.02852494642138481,0.026263073086738586,0.05286457762122154,0.007788042072206736,0.011088279075920582,-3.8615026473999023,0.22402054071426392,4.187622471363284e-05,0.00012894526298623532,Yes,376.46000000000004,2.2396699999999994,4,3
N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C2CCCCC2)cc1,0.0273662768304348,0.03131068870425224,0.05447559058666229,0.014469127170741558,0.02133610099554062,0.001583055593073368,0.07543205469846725,0.02739247865974903,0.02282251976430416,0.030937330797314644,0.004959103185683489,0.006373655050992966,-3.5902273654937744,0.45743730664253235,1.4765741070732474e-05,8.664734707508615e-08,Yes,429.52100000000024,0.8108700000000015,5,5
N=C(N)NCCCNC(=O)[C@@H]1CCCCN1C(=O)[C@@H](CC1CCCCC1)NCC(=O)O,0.014470941387116909,0.026789115741848946,0.04391670972108841,0.009948773309588432,0.0157424658536911,0.0008551583741791546,0.06559107452630997,0.02229856327176094,0.018703613430261612,0.016599295660853386,0.002639102516695857,0.003137006191536784,-2.8085317611694336,0.6765881180763245,0.00020863507234025747,5.742416764320524e-09,No,438.5730000000003,0.3700700000000037,6,5
N=C(N)N1CCCC(C[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)NCC(=O)N[C@H]2CCCN(C(=N)N)C2O)C1.O=C(O)C(F)(F)F,0.021441277116537094,0.020265750586986542,0.052360113710165024,0.009888273663818836,0.01194529514759779,0.0011128268670290709,0.06707015633583069,0.01888376474380493,0.017802413552999496,0.021392349153757095,0.00322052463889122,0.004486827179789543,-1.732532262802124,0.28010115027427673,6.753980869689258e-06,5.578348805101996e-08,No,679.7230000000004,-0.9878599999999909,9,8
CC(C)=CC(=O)C[C@H]1C(=O)O[C@H]2C[C@]3(C)C4=CC[C@@H]5[C@](C)(CC[C@H]6OC(=O)[C@@]56C)[C@H]4CC[C@@]3(C)[C@@H]21,0.029401399195194244,0.06478523463010788,0.06686083227396011,0.025194266811013222,0.05599520727992058,0.003424407448619604,0.09877610951662064,0.058566153049468994,0.03071265108883381,0.04354490712285042,0.010042057372629642,0.010231266729533672,-5.29489278793335,0.26591551303863525,0.0006452337256632745,1.1481360928655704e-07,No,480.6450000000004,5.574000000000006,0,5
N=C(N)N1CCCC(C[C@@H](NS(=O)(=O)Cc2ccccc2C(=O)O)C(=O)NCC(=O)N[C@H]2CCCN(C(=N)N)C2O)C1.O=C(O)C(F)(F)F,0.022498035803437233,0.02013462595641613,0.053780749440193176,0.010050698183476925,0.01188416313380003,0.001163278822787106,0.06777611374855042,0.018803700804710388,0.018036453053355217,0.02203650213778019,0.0033358270302414894,0.004714338108897209,-1.8462762832641602,0.2021675556898117,6.627158654737286e-06,2.9948868274232154e-08,No,723.7320000000003,-1.289659999999991,10,9
COC(=O)c1ccccc1CS(=O)(=O)N[C@H](CC1CCCN(C(=N)N)C1)C(=O)NCC(=O)N[C@H]1CCCN(C(=N)N)C1O.O=C(O)C(F)(F)F,0.020974593237042427,0.019193988293409348,0.051154494285583496,0.009397164918482304,0.011044595390558243,0.0010223229182884097,0.0653962641954422,0.017710572108626366,0.017424630001187325,0.020353982225060463,0.0029932742472738028,0.0042212787084281445,-1.9337213039398193,0.26540613174438477,8.231359970523044e-06,7.509724042620292e-08,No,737.7590000000002,-1.2012599999999916,9,10
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,0.037669483572244644,0.023159289732575417,0.055114321410655975,0.01376807875931263,0.015412594191730022,0.0015198563924059272,0.07252860069274902,0.021582210436463356,0.02267996221780777,0.0393359437584877,0.00532342167571187,0.007744807284325361,-2.904592990875244,0.4024159014225006,0.00197945861145854,5.911348125664517e-05,Yes,384.24500000000006,0.36059999999999964,4,6
N=C(N)c1ccc(C[C@@H](NC(=O)CNS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCCCC2)cc1,0.04484760761260986,0.018762800842523575,0.05917017161846161,0.01337678637355566,0.012519368901848793,0.0016517100157216191,0.07277940213680267,0.01973029412329197,0.021791409701108932,0.04379403963685036,0.005877060815691948,0.008937748149037361,-4.084251403808594,0.625450849533081,0.00015916985285002738,4.774134504259564e-05,No,521.6430000000004,2.142170000000001,4,5
O=S(=O)(Nc1cccc(OCCNc2ccncc2)c1)c1ccccc1,0.07091225683689117,0.011797799728810787,0.05792827159166336,0.012421345338225365,0.007991691119968891,0.0014853664906695485,0.06699714064598083,0.014196950942277908,0.020726943388581276,0.06373125314712524,0.006601181346923113,0.011730369180440903,-2.641324758529663,0.15721063315868378,0.00420083524659276,0.007225519046187401,Yes,369.446,3.373300000000002,2,5
